206.1.94.0/24,NA,North America,north,west,DO,DOM,214,Dominican Republic,Dominicans,Santo Domingo,48670,10847910,DOP,Dominican Peso,$,ES,Spanish,do,-,America/Santo_Domingo,Americas,Puerto Plata,Puerto Plata,19.79344,-70.6884,57000,Telecable Puerto Plata PP S.R.L,telecablepuertoplata.com,-04:00,DSL,1829,-,DRXX0005,Puerto Plata,-,-,-,32,ISP,U,IAB19-18,Internet Technology,Puerto Plata,272807,Telecable Puerto Plata PP S.R.L
206.85.184.0/22,NA,North America,north,west,DO,DOM,214,Dominican Republic,Dominicans,Santo Domingo,48670,10847910,DOP,Dominican Peso,$,ES,Spanish,do,-,America/Santo_Domingo,Americas,Puerto Plata,Puerto Plata,19.79344,-70.6884,57000,Telecable Puerto Plata PP S.R.L,telecablepuertoplata.com,-04:00,DSL,1829,-,DRXX0005,Puerto Plata,-,-,-,32,ISP,U,IAB19-18,Internet Technology,Puerto Plata,272807,Telecable Puerto Plata PP S.R.L
